name,type,majax,minax,posang,surfbr,hubble,messier,common
NGC5321,G,0.89,0.63,49,23.32,S0-a,,
NGC5322,G,5.62,3.49,95,23.64,E,,
NGC5323,G,1.05,0.44,164,22.78,Sab,,
NGC5324,G,2.22,1.09,15,22.51,Sc,,
NGC5325,G,0.86,0.62,108,23.29,Sc,,
NGC5326,G,2.18,1.03,136,23.00,Sa,,
NGC5327,G,1.61,0.95,93,23.17,Sb,,
NGC5328,G,3.07,1.71,78,23.98,E,,
NGC5329,G,1.48,0.71,170,23.09,E,,
NGC5330,G,1.14,0.93,165,23.66,E,,
NGC5331,GPair,1.10,,,,,,
NGC5331,G,1.07,0.58,132,25.02,SABb,,
NGC5331,G,0.56,0.29,50,22.59,Sb,,
NGC5332,G,1.06,0.77,55,22.81,E-S0,,
NGC5333,G,2.18,1.09,51,23.21,S0,,
NGC5334,G,3.38,2.44,17,24.15,Sc,,
NGC5335,G,1.45,1.32,155,23.82,Sb,,
NGC5336,G,1.22,0.92,101,22.76,SABc,,
NGC5337,G,1.66,0.80,22,22.88,SBab,,
NGC5338,G,1.94,0.85,98,24.16,S0,,
NGC5339,G,1.82,1.50,85,22.77,Sa,,
NGC5340,G,0.84,0.64,85,,E,,
NGC5341,G,1.07,0.58,159,22.63,SBm,,
NGC5342,G,0.92,0.30,154,22.75,S0,,
NGC5343,G,1.23,0.93,78,23.44,E-S0,,
NGC5344,GPair,0.54,0.47,100,,E,,
NGC5345,G,1.50,0.91,157,23.15,Sa,,
NGC5346,G,1.56,0.64,160,23.71,SABc,,
NGC5347,G,1.62,1.19,122,23.03,Sab,,
NGC5348,G,3.88,0.73,175,24.75,SBbc,,
NGC5349,G,1.60,0.48,81,23.88,SBb,,
NGC5350,G,2.69,1.66,35,22.80,Sbc,,
NGC5351,G,2.43,1.31,101,23.30,SBb,,
NGC5352,G,1.42,1.24,92,23.57,E-S0,,
NGC5353,G,2.37,1.18,152,22.57,S0,,
NGC5354,G,3.03,1.15,174,23.42,S0,,
NGC5355,G,1.15,0.72,30,23.06,S0,,
NGC5356,G,2.83,0.67,16,23.60,Sbc,,
NGC5357,G,2.18,1.87,24,23.54,E,,
NGC5358,G,1.12,0.38,138,23.40,S0-a,,
NGC5359,OCl,5.40,,,,,,
NGC5360,G,1.10,0.62,63,23.76,S0-a,,
NGC5361,G,0.76,0.42,64,23.00,S0-a,,
NGC5362,G,1.89,0.78,87,22.85,Sb,,
NGC5363,G,4.17,2.75,133,22.82,S0-a,,
NGC5364,G,3.80,1.66,45,22.19,Sbc,,
NGC5365,G,3.88,2.14,174,24.03,S0,,
NGC5365,G,2.84,0.68,94,23.61,SBb,,
NGC5365,G,1.79,0.42,51,23.37,Sab,,
NGC5366,G,0.80,0.57,43,22.78,S0-a,,
NGC5367,RfN,2.00,2.00,,,,,
NGC5368,G,0.99,0.75,19,22.60,Sab,,
NGC5369,G,1.08,0.87,110,23.48,E,,
NGC5370,G,1.37,1.29,65,23.49,S0,,
NGC5371,G,3.98,2.45,7,22.64,Sbc,,
NGC5372,G,0.69,0.37,137,21.52,E?,,
NGC5373,G,0.60,0.52,45,23.08,E-S0,,
NGC5374,G,1.62,1.32,45,23.34,SBbc,,
NGC5375,G,2.34,1.73,179,23.20,SBab,,
NGC5376,G,1.48,0.92,66,22.26,SABa,,
NGC5377,G,3.64,1.42,34,23.29,Sa,,
NGC5378,G,2.03,1.57,73,23.74,Sa,,
NGC5379,G,2.06,0.72,60,24.29,S0,,
NGC5380,G,2.00,0.99,95,23.49,E-S0,,
NGC5381,OCl,6.30,,,,,,
NGC5382,G,1.45,1.08,24,23.05,S0,,
NGC5383,G,2.48,1.88,98,22.73,Sb,,
NGC5384,G,1.80,0.74,56,24.03,S0,,
NGC5385,OCl,,,,,,,
NGC5386,G,0.98,0.45,47,22.14,S0-a,,
NGC5387,G,1.17,0.37,24,23.07,SBbc,,
NGC5389,G,3.27,0.71,4,23.99,S0-a,,
NGC5391,G,0.51,0.30,38,23.79,E,,
NGC5392,G,0.95,0.74,145,23.12,S0-a,,
NGC5393,G,0.95,0.62,5,22.58,SBa,,
NGC5394,G,2.63,1.07,60,23.78,SBb,,
NGC5395,G,2.49,1.16,171,22.45,SABb,,
NGC5397,G,1.62,1.01,65,23.66,E-S0,,
NGC5398,G,2.76,1.65,174,24.57,Sd,,
NGC5399,G,1.14,0.32,87,22.53,Sbc,,
NGC5400,G,1.40,1.25,104,23.76,E-S0,,
NGC5401,G,1.46,0.31,81,23.34,SABa,,
NGC5402,G,1.13,0.28,166,22.44,SBc,,
NGC5403,G,2.75,0.89,143,24.63,SBb,,
NGC5405,G,0.83,0.76,145,22.91,Sc,,
NGC5406,G,1.69,1.22,115,22.75,Sbc,,
NGC5407,G,1.37,0.89,97,23.84,E,,
NGC5408,G,2.84,1.53,66,22.66,IB,,
NGC5409,G,1.56,1.00,51,23.51,SABb,,
NGC5410,G,1.15,0.65,63,22.88,Sc,,
NGC5411,G,1.51,0.79,138,23.99,E-S0,,
NGC5412,G,1.17,0.95,22,23.86,E-S0,,
NGC5413,G,1.29,1.00,27,23.73,E,,
NGC5414,G,0.97,0.66,165,22.57,E?,,
NGC5415,G,0.87,0.63,126,23.64,E,,
NGC5416,G,1.29,0.73,105,22.79,Sc,,
NGC5417,G,1.67,0.84,118,23.13,Sa,,
NGC5418,G,0.95,0.41,45,22.49,SBb,,
NGC5419,G,3.98,2.95,78,23.76,E,,
NGC5420,G,1.90,0.70,135,23.32,Sb,,
NGC5421,GPair,1.30,,,,,,
NGC5421,G,1.17,0.68,156,23.19,Sc,,
NGC5421,G,1.00,0.55,168,23.88,S0,,
NGC5422,G,2.81,0.59,153,23.67,S0-a,,
NGC5423,G,1.53,0.90,75,23.46,E-S0,,
NGC5424,G,1.46,1.18,108,23.65,S0,,
NGC5425,G,1.58,0.44,127,22.94,Sc,,
NGC5426,G,3.06,1.21,1,23.12,Sc,,
NGC5427,G,3.61,3.27,178,23.40,SABc,,
NGC5430,G,2.18,1.46,177,23.13,SBb,,
NGC5431,G,0.90,0.38,83,23.56,SBbc,,
NGC5433,G,1.52,0.36,4,22.51,SBcd,,
NGC5434,G,1.48,1.39,35,23.48,Sc,,
NGC5436,G,1.24,0.53,124,23.89,S0-a,,
NGC5437,G,1.07,0.54,1,23.30,Sb,,
NGC5438,G,1.18,1.11,70,23.65,E,,
NGC5439,G,1.27,0.40,10,23.38,Sa,,
NGC5440,G,2.84,1.45,48,23.96,Sa,,
NGC5441,G,0.44,0.38,111,22.46,Sbc,,
NGC5442,G,1.19,0.56,162,22.54,SBb,,
NGC5443,G,1.68,0.57,31,22.41,Sb,,
NGC5444,G,2.48,1.94,87,23.62,E,,
NGC5445,G,1.56,0.56,26,23.53,S0,,
NGC5447,HII,,,,,,,
NGC5448,G,3.77,1.95,109,23.39,Sa,,
NGC5450,HII,,,,,,,
NGC5451,HII,0.52,0.31,58,,,,
NGC5452,G,1.25,0.80,110,23.19,SABc,,
NGC5453,HII,,,,,,,
NGC5454,G,1.34,0.79,113,23.61,S0,,
NGC5455,HII,0.63,0.49,178,,,,
NGC5456,G,1.36,1.10,174,23.39,S0,,
NGC5457,G,23.99,23.07,28,23.97,SABc,101,
NGC5458,HII,,,,,,,
NGC5459,G,1.27,1.11,7,23.62,S0,,
NGC5460,OCl,13.20,,,,,,
NGC5461,HII,1.62,0.98,49,,,,
NGC5462,HII,0.13,0.11,80,,,,
NGC5463,G,1.25,0.45,48,23.17,S0,,
NGC5464,G,1.38,0.73,82,22.19,SBm,,
NGC5466,GCl,6.60,,,,,,
NGC5468,G,2.28,2.13,155,23.41,SABc,,
NGC5469,G,0.92,0.78,135,23.50,S0,,
NGC5470,G,2.60,0.42,62,23.78,Sb,,
NGC5471,HII,0.82,0.61,,,,,
NGC5472,G,1.46,0.29,29,23.45,Sab,,
NGC5473,G,1.99,1.54,156,22.60,E-S0,,
NGC5474,G,2.39,1.57,100,21.75,Sc,,
NGC5475,G,1.94,0.58,166,23.07,Sa,,
NGC5476,G,1.41,1.31,130,22.78,SABd,,
NGC5477,G,1.11,0.78,87,23.02,Sm,,
NGC5478,G,0.97,0.66,22,22.85,Sbc,,
NGC5479,G,0.93,0.76,20,23.66,E,,
NGC5480,G,1.67,1.28,177,22.49,Sc,,
NGC5481,G,1.76,1.22,113,23.39,E,,
NGC5482,G,1.17,0.81,88,23.03,S0,,
NGC5483,G,3.42,3.08,16,23.27,Sc,,
NGC5484,G,0.47,0.46,5,22.96,E,,
NGC5485,G,2.51,1.75,170,23.13,S0,,
NGC5486,G,1.36,0.82,69,23.14,SABm,,
NGC5487,G,1.05,0.52,67,22.99,SABb,,
NGC5488,G,2.63,0.73,26,23.22,SABb,,
NGC5489,G,2.29,1.28,126,23.44,Sa,,
NGC5490,G,1.66,1.29,2,23.03,E,,
NGC5490,G,0.75,0.61,34,23.28,SBbc,,
NGC5491,G,1.32,0.75,78,22.81,Sbc,,
NGC5492,G,1.58,0.38,151,22.57,Sb,,
NGC5493,G,2.17,1.92,125,22.72,S0,,
NGC5494,G,2.33,2.18,50,23.82,Sc,,
NGC5495,G,1.52,1.26,44,23.02,Sc,,
NGC5496,G,2.69,0.58,176,23.11,SBc,,
NGC5497,G,0.60,0.49,62,22.77,SBb,,
NGC5498,G,1.23,0.84,118,23.72,E-S0,,
NGC5499,G,1.12,0.74,143,23.21,S0-a,,
NGC5500,G,0.92,0.76,136,23.03,E,,
NGC5501,G,0.89,0.65,65,23.48,S0-a,,
NGC5502,G,0.63,0.34,81,23.88,S0,,
NGC5504,G,1.18,1.03,114,23.03,Sbc,,
NGC5504,G,0.56,0.38,112,22.54,SBbc,,
NGC5504,G,0.81,0.32,78,23.34,Sd,,
NGC5505,G,0.89,0.71,127,21.50,SBa,,
NGC5506,G,2.88,0.76,89,23.26,SABa,,
NGC5507,G,1.60,0.79,80,23.15,S0,,
NGC5508,G,0.98,0.65,135,23.64,S0,,
NGC5509,G,1.19,0.74,92,23.99,S0,,
NGC5510,G,0.95,0.65,32,22.77,SBm,,
NGC5511,G,0.68,0.24,166,23.60,E?,,
NGC5512,G,0.67,0.56,74,23.28,E,,
NGC5513,G,2.02,1.09,114,24.02,S0,,
NGC5514,GPair,1.30,,,,,,
NGC5514,G,1.15,0.65,97,23.00,Sbc,,
NGC5514,G,0.85,0.74,111,24.16,Sbc,,
NGC5515,G,1.22,0.64,107,22.78,Sab,,
NGC5516,G,2.39,1.56,162,23.62,E-S0,,
NGC5517,G,1.01,0.71,123,23.37,S0-a,,
NGC5518,G,1.28,1.09,121,23.75,E,,
NGC5519,G,1.77,1.08,76,24.23,SBa,,
NGC5520,G,1.61,0.80,66,22.58,Sb,,
NGC5521,G,0.61,0.49,40,22.24,Sbc,,
NGC5522,G,1.87,0.42,50,23.16,SBb,,
NGC5523,G,2.04,0.89,92,22.67,SABc,,
NGC5525,G,1.21,0.66,21,22.92,S0,,
NGC5526,G,1.10,0.30,135,22.52,Sbc,,
NGC5527,G,0.94,0.69,153,23.19,Sb,,
NGC5528,G,0.99,0.55,17,22.95,Sbc,,
NGC5529,G,5.79,0.68,114,23.68,SABc,,
NGC5530,G,4.86,2.18,127,23.36,SABb,,
NGC5531,GPair,1.07,0.60,170,23.29,S0,,
NGC5532,G,2.34,1.94,144,23.55,S0,,
NGC5533,G,2.86,1.58,28,23.31,SABa,,
NGC5534,G,1.36,1.23,65,22.50,Sab,,
NGC5535,G,0.66,0.42,15,23.75,E,,
NGC5536,G,0.83,0.64,11,22.73,Sa,,
NGC5537,G,0.94,0.40,32,23.10,Sb,,
NGC5538,G,0.89,0.31,62,23.22,Sbc,,
NGC5539,G,1.15,0.75,35,23.97,S0,,
NGC5540,G,1.10,0.88,17,23.77,E,,
NGC5541,G,0.92,0.59,31,21.97,Sc,,
NGC5542,G,0.60,0.35,164,22.57,E,,
NGC5543,G,0.79,0.42,140,23.11,Sab,,
NGC5544,G,1.03,0.96,57,22.66,S0-a,,
NGC5545,G,0.97,0.33,59,21.05,Sbc,,
NGC5546,G,1.57,1.29,22,23.18,E,,
NGC5547,G,0.74,0.30,61,22.91,,,
NGC5548,G,1.33,1.05,118,22.56,S0-a,,
NGC5549,G,1.53,0.75,119,23.59,S0,,
NGC5550,G,1.10,0.81,98,22.82,SBb,,
NGC5551,G,0.81,0.59,116,23.26,E,,
NGC5552,G,0.91,0.39,172,23.07,Sbc,,
NGC5553,G,1.15,0.25,87,23.03,Sa,,
NGC5554,G,0.65,0.45,38,22.76,SBb,,
NGC5555,G,0.61,0.37,113,22.57,Sb,,
NGC5556,G,3.45,2.75,145,24.05,Scd,,
NGC5557,G,2.28,1.12,97,22.54,E,,
NGC5559,G,1.31,0.38,65,23.14,Sb,,
NGC5560,G,3.45,0.85,109,23.66,Sb,,
NGC5561,G,0.65,0.52,161,23.09,Sb,,
NGC5562,G,0.80,0.74,10,22.59,S0-a,,
NGC5563,G,0.95,0.45,77,23.96,E,,
NGC5566,G,5.36,2.08,35,23.30,SBab,,
NGC5567,G,1.06,0.92,53,23.40,E-S0,,
NGC5568,G,0.74,0.57,117,23.23,Sc,,
NGC5569,G,1.11,0.87,56,23.84,SABc,,
NGC5572,G,0.89,0.72,178,23.33,Sb,,
NGC5573,G,1.24,0.37,106,23.38,Sbc,,
NGC5574,G,1.32,0.83,61,22.61,E-S0,,
NGC5575,G,0.91,0.75,95,23.01,S0,,
NGC5576,G,2.83,1.87,91,22.90,E,,
NGC5577,G,2.86,0.73,61,23.57,Sbc,,
NGC5579,G,1.49,1.12,177,23.87,Sc,,
NGC5580,G,1.54,1.38,137,23.26,S0,,
NGC5581,G,0.60,0.48,0,,E,,
NGC5582,G,2.20,1.40,24,23.05,E,,
NGC5583,G,0.84,0.64,81,22.68,E,,
NGC5584,G,3.13,2.34,154,23.71,SABc,,
NGC5585,G,4.27,2.62,33,22.86,SABc,,
NGC5587,G,2.13,0.67,162,23.84,S0-a,,
NGC5588,G,0.95,0.80,58,22.75,Sa,,
NGC5591,GPair,1.40,,,,,,
NGC5591,G,0.85,0.48,79,22.47,Sc,,
NGC5591,G,1.02,0.25,64,23.62,Sc,,
NGC5592,G,1.63,0.75,88,22.70,Sbc,,
NGC5593,OCl,4.50,,,,,,
NGC5594,G,1.47,0.70,152,24.45,E,,
NGC5595,G,2.12,1.01,54,22.35,SABc,,
NGC5596,G,1.04,0.72,95,23.26,S0,,
NGC5597,G,2.00,1.55,65,22.63,Sc,,
NGC5598,G,1.55,0.99,51,23.73,S0,,
NGC5599,G,1.34,0.51,158,23.30,Sb,,
NGC5600,G,1.60,1.57,135,22.65,SABc,,
NGC5601,G,0.83,0.33,4,23.36,Sa,,
NGC5602,G,1.31,0.68,167,22.41,Sa,,
NGC5603,G,1.11,1.04,90,22.97,S0,,
NGC5604,G,1.80,0.92,6,23.21,SABa,,
NGC5605,G,1.50,1.23,66,22.59,SABc,,
NGC5606,OCl,3.60,,,,,,
NGC5607,G,0.87,0.73,71,22.30,Sab,,
NGC5608,G,1.66,0.74,98,23.15,IB,,
NGC5609,G,0.48,0.39,116,23.44,E,,
NGC5610,G,1.73,0.60,105,23.60,SBab,,
NGC5611,G,1.36,0.59,65,22.80,S0,,
NGC5612,G,1.94,1.15,64,22.86,Sab,,
NGC5613,G,0.56,0.37,30,23.14,S0-a,,
NGC5614,G,2.43,2.00,150,23.12,Sab,,
NGC5615,G,0.16,0.16,162,21.21,,,
NGC5616,G,2.13,0.41,158,23.73,SBbc,,
NGC5617,OCl,5.10,,,,,,
NGC5618,G,1.45,0.78,4,23.18,SBc,,
NGC5619,G,2.29,0.93,12,23.80,Sb,,
NGC5619,G,1.05,0.44,121,22.96,Sbc,,
NGC5622,G,1.34,0.76,86,23.12,Sb,,
NGC5623,G,1.65,1.08,17,23.58,E,,
NGC5624,G,1.02,0.68,7,22.54,I,,
NGC5625,GPair,1.20,,,,,,
NGC5625,G,0.48,0.28,144,23.88,Sbc,,
NGC5625,G,1.00,0.78,67,23.42,Sc,,
NGC5626,G,1.37,1.05,102,23.40,S0-a,,
NGC5627,G,1.28,0.78,121,23.81,S0,,
NGC5628,G,0.97,0.63,173,23.24,E,,
NGC5629,G,1.71,1.58,110,23.08,S0,,
NGC5630,G,1.48,0.52,96,22.42,SBd,,
NGC5631,G,1.95,1.95,140,22.69,S0,,
NGC5633,G,1.09,0.72,11,21.73,Sb,,
NGC5634,GCl,4.50,,,,,,
NGC5635,G,2.62,1.00,64,23.73,Sb,,
NGC5636,G,1.36,0.89,56,23.23,S0-a,,
NGC5637,G,0.84,0.44,7,22.57,Sb,,
NGC5638,G,1.94,1.71,154,22.46,E,,
NGC5639,G,1.26,0.81,108,23.33,Sc,,
NGC5640,G,0.78,0.47,22,23.69,,,
NGC5641,G,2.07,1.03,160,23.18,Sab,,
NGC5642,G,1.77,1.13,126,24.12,E,,
NGC5643,G,5.27,4.60,88,23.02,Sc,,
NGC5644,G,1.24,1.14,150,23.18,S0,,
NGC5645,G,2.02,1.09,85,22.64,SBcd,,
NGC5646,G,1.19,0.45,79,23.42,Sb,,
NGC5647,G,1.02,0.24,180,23.66,SABa,,
NGC5648,G,0.77,0.63,175,22.53,Sb,,
NGC5650,G,1.05,0.24,114,22.00,Sbc,,
NGC5653,G,1.60,1.33,120,22.52,Sb,,
NGC5654,G,1.25,0.73,133,23.29,S0-a,,
NGC5655,G,0.73,0.47,152,22.06,SBc,,
NGC5656,G,1.26,0.89,57,22.16,Sab,,
NGC5657,G,1.75,0.71,168,23.66,Sb,,
NGC5659,G,1.79,0.51,45,23.65,SBb,,
NGC5660,G,2.64,2.43,30,23.15,SABc,,
NGC5661,G,1.14,0.61,22,22.93,Sb,,
NGC5662,OCl,8.10,,,,,,
NGC5663,G,0.92,0.87,60,23.62,E-S0,,
NGC5664,G,0.85,0.39,27,22.55,Sa,,
NGC5665,G,1.88,1.17,150,22.45,Sc,,
NGC5666,G,0.97,0.75,150,22.21,S0,,
NGC5667,G,1.62,0.82,170,22.51,Sc,,
NGC5668,G,1.91,1.61,107,22.25,Scd,,
NGC5669,G,2.57,1.46,54,23.31,Sc,,
NGC5670,G,2.59,1.18,67,23.71,S0,,
NGC5671,G,1.41,1.02,62,23.61,Sb,,
NGC5672,G,0.91,0.75,49,22.52,Sb,,
NGC5673,G,2.33,0.45,134,22.25,Sc,,
NGC5674,G,1.15,0.30,6,22.03,Sc,,
NGC5675,G,2.27,0.72,135,23.73,SBab,,
NGC5676,G,3.59,1.61,46,22.74,Sc,,
NGC5677,G,0.94,0.70,136,23.05,SBbc,,
NGC5678,G,2.96,1.55,2,22.92,SABb,,
NGC5679,GTrpl,1.60,,,,,,
NGC5679,G,0.78,0.47,133,,Sc,,
NGC5679,G,1.08,0.62,124,22.83,Sb,,
NGC5679,G,0.27,0.18,11,22.94,Scd,,
NGC5680,G,0.96,0.67,21,23.83,E-S0,,
NGC5681,G,0.86,0.61,2,22.55,Sbc,,
NGC5682,G,0.65,0.24,136,21.89,Sb,,
NGC5683,G,0.57,0.49,95,23.21,S0-a,,
NGC5684,G,1.41,1.12,101,23.13,S0,,
NGC5685,G,1.05,0.94,20,23.72,E,,
NGC5686,G,0.77,0.73,80,23.08,SBa,,
NGC5687,G,2.41,1.37,103,23.21,E-S0,,
NGC5688,G,4.13,1.91,86,23.96,Sc,,
NGC5689,G,3.66,0.91,86,23.88,S0-a,,
NGC5690,G,3.20,0.99,145,22.79,Sc,,
NGC5691,G,1.86,1.40,101,22.84,Sa,,
NGC5692,G,0.95,0.60,36,21.68,Sbc,,
NGC5693,G,1.57,1.07,50,23.59,Scd,,
NGC5694,GCl,3.30,,,,,,
NGC5695,G,0.99,0.49,139,22.01,SBab,,
NGC5696,G,1.21,0.84,42,22.84,SBbc,,
NGC5697,G,1.00,0.64,26,23.05,Sc,,
NGC5698,G,1.73,0.74,61,23.26,Sb,,
NGC5699,G,0.61,0.56,40,23.45,E,,
NGC5700,G,0.99,0.55,37,23.42,SBb,,
NGC5701,G,2.00,1.60,4,22.28,S0-a,,
NGC5702,G,1.19,0.91,137,23.39,S0,,
NGC5703,G,1.51,0.44,103,23.47,Sa,,
NGC5704,G,1.56,0.57,177,22.65,Scd,,
NGC5705,G,1.35,0.60,77,22.92,SBcd,,
NGC5707,G,2.38,0.60,33,23.18,Sab,,
NGC5710,G,1.42,1.03,174,23.64,E,,
NGC5711,G,1.03,0.46,71,23.59,SBa,,
NGC5712,G,0.72,0.68,110,23.47,E,,
NGC5713,G,2.47,1.70,11,22.03,SABb,,
NGC5714,G,2.84,0.50,82,23.77,SBc,,
NGC5715,OCl,3.60,,,,,,
NGC5716,G,1.57,1.19,89,23.19,SBc,,
NGC5717,G,1.02,0.63,33,23.87,S0-a,,
NGC5718,G,1.54,1.09,96,23.65,E-S0,,
NGC5719,G,3.08,1.29,99,23.97,SABa,,
NGC5720,G,1.90,1.23,132,24.27,SBb,,
NGC5721,G,0.35,0.28,147,22.25,E,,
NGC5722,G,0.72,0.63,114,23.51,E-S0,,
NGC5723,G,0.64,0.23,180,24.43,E,,
NGC5725,G,0.95,0.57,31,22.73,SBcd,,
NGC5726,G,1.20,0.93,151,23.11,E-S0,,
NGC5727,G,0.78,0.31,141,22.09,SABd,,
NGC5728,G,3.20,1.87,15,23.22,Sa,,
NGC5729,G,2.47,0.62,175,22.74,Sb,,
NGC5730,G,2.01,0.38,89,23.23,Sm,,
NGC5731,G,1.50,0.37,115,22.64,Sc,,
NGC5732,G,1.23,0.65,42,23.03,Sbc,,
NGC5733,G,0.99,0.34,29,22.58,Sc,,
NGC5734,G,1.40,0.92,45,23.22,S0,,
NGC5735,G,2.00,1.47,51,23.83,Sbc,,
NGC5736,G,0.96,0.62,97,23.44,S0-a,,
NGC5737,G,1.14,0.78,177,23.39,Sb,,
NGC5738,G,0.94,0.48,71,23.30,S0,,
NGC5739,G,1.75,1.26,44,23.18,S0-a,,
NGC5740,G,2.70,1.34,165,23.00,Sb,,
NGC5741,G,1.05,0.99,145,23.61,E,,
NGC5742,G,1.17,0.87,72,23.05,S0,,
NGC5743,G,1.29,0.47,92,22.50,Sb,,
NGC5744,G,1.05,0.69,97,22.96,Sa,,
NGC5745,GTrpl,1.62,0.81,79,22.79,Sa,,
NGC5746,G,7.24,1.08,172,23.19,Sb,,
NGC5747,GPair,1.30,,,,,,
NGC5747,G,0.43,0.20,161,,SBa,,
NGC5747,G,1.00,0.78,174,22.98,SBbc,,
NGC5748,G,0.96,0.63,150,23.56,Sb,,
NGC5749,OCl,7.20,,,,,,
NGC5750,G,2.65,1.37,70,23.20,S0-a,,
NGC5751,G,1.30,0.68,53,22.62,SBc,,
NGC5752,G,0.77,0.24,122,22.82,SABb,,
NGC5753,G,0.54,0.43,156,23.26,Sab,,
NGC5754,G,1.28,1.10,96,23.12,SBb,,
NGC5755,G,0.46,0.31,103,21.96,SBcd,,
NGC5756,G,2.95,1.13,52,23.40,Sbc,,
NGC5757,G,2.09,1.39,178,23.32,Sb,,
NGC5758,G,1.11,0.81,84,23.61,E-S0,,
NGC5759,GPair,1.10,0.51,138,23.21,Scd,,
NGC5760,G,1.57,0.65,95,23.46,Sa,,
NGC5761,G,1.79,1.41,85,23.45,S0,,
NGC5762,G,1.34,0.97,141,23.46,Sab,,
NGC5763,G,0.64,0.55,90,,E,,
NGC5764,OCl,4.20,,,,,,
NGC5765,GPair,1.20,,,,,,
NGC5765,G,0.80,0.35,96,22.12,Sc,,
NGC5765,G,0.81,0.56,144,22.52,SABb,,
NGC5766,G,0.96,0.63,145,22.53,Sbc,,
NGC5767,G,0.95,0.68,160,23.17,Sab,,
NGC5768,G,1.28,0.97,111,22.63,SABc,,
NGC5769,G,0.98,0.79,102,23.76,E,,
NGC5770,G,1.10,0.90,105,22.14,S0,,
NGC5771,G,0.86,0.75,168,23.31,E,,
NGC5772,G,1.38,0.52,32,22.60,Sb,,
NGC5773,G,0.89,0.89,30,23.09,Sa,,
NGC5774,G,1.70,1.06,123,22.58,Scd,,
NGC5775,G,3.70,0.85,148,22.62,SBc,,
NGC5776,G,1.21,0.80,121,23.82,E,,
NGC5777,G,2.96,0.42,145,23.96,Sb,,
NGC5778,G,1.23,0.79,11,24.39,E,,
NGC5779,G,0.73,0.69,50,23.60,S0,,
NGC5780,G,0.69,0.45,124,22.73,Sab,,
NGC5781,G,1.29,0.70,20,22.68,SBb,,
NGC5782,G,0.95,0.84,153,23.41,S0,,
NGC5783,G,2.45,1.49,176,24.11,Sc,,
NGC5784,G,1.48,1.36,65,23.30,S0,,
NGC5786,G,2.40,1.32,79,,Sbc,,
NGC5787,G,1.15,1.04,85,23.03,S0-a,,
NGC5788,G,0.73,0.59,33,23.52,SBab,,
NGC5789,G,1.15,1.03,92,22.97,SBd,,
NGC5790,G,1.18,0.78,73,23.83,S0-a,,
NGC5791,G,2.71,1.43,172,23.69,E,,
NGC5792,G,3.55,1.38,88,22.95,Sb,,
NGC5793,G,1.94,0.65,148,23.68,Sb,,
NGC5794,G,1.07,0.91,143,23.16,S0-a,,
NGC5795,G,0.78,0.33,63,22.18,Sc,,
NGC5796,G,2.65,2.18,90,23.71,E,,
NGC5797,G,1.58,1.01,108,23.29,S0-a,,
NGC5798,G,1.24,0.83,46,22.28,I,,
NGC5799,G,1.20,1.09,135,23.10,S0-a,,
NGC5800,OCl,4.50,,,,,,
NGC5801,G,0.71,0.53,40,23.32,Sb,,
NGC5802,G,1.29,0.81,101,24.39,S0,,
NGC5803,G,0.67,0.50,111,23.65,E-S0,,
NGC5804,G,1.17,1.05,5,22.93,SBb,,
NGC5805,GPair,0.70,,,,,,
NGC5805,G,0.66,0.41,148,23.85,E,,
NGC5805,G,0.38,0.38,166,24.36,E,,
NGC5806,G,3.03,1.63,172,23.05,Sb,,
NGC5807,G,0.78,0.65,83,23.54,E,,
NGC5808,G,0.95,0.78,88,22.82,Sbc,,
NGC5809,G,1.65,0.60,150,23.94,S0-a,,
NGC5810,G,0.98,0.52,17,22.38,SBb,,
NGC5811,GPair,1.02,0.91,96,23.38,SBm,,
NGC5812,G,2.66,2.29,73,23.18,E,,
NGC5813,G,4.13,2.70,143,23.45,E,,
NGC5814,G,0.82,0.56,40,22.70,Sab,,
NGC5815,G,0.78,0.26,5,22.59,Sb,,
NGC5816,G,0.95,0.66,103,24.06,S0-a,,
NGC5817,G,1.04,0.85,15,23.95,S0,,
NGC5818,G,0.99,0.77,152,23.49,S0,,
NGC5820,G,1.66,1.13,94,23.03,S0,,
NGC5821,G,1.49,0.79,146,23.76,Sc,,
NGC5822,OCl,18.00,,,,,,
NGC5823,OCl,3.90,,,,,,
NGC5824,GCl,5.10,,,,,,
NGC5826,G,1.39,1.04,26,24.46,S0,,
NGC5827,G,1.04,0.75,131,22.31,Sb,,
NGC5828,G,0.84,0.29,46,22.11,SBc,,
NGC5829,G,1.42,1.08,41,23.24,Sc,,
NGC5830,G,0.90,0.48,172,23.10,Sb,,
NGC5831,G,2.24,1.98,130,23.06,E,,
NGC5832,G,1.86,0.78,42,23.03,Sb,,
NGC5833,G,3.10,0.98,129,23.19,SBbc,,
NGC5835,G,1.13,0.78,163,24.12,SABa,,
NGC5836,G,1.16,0.93,38,23.67,Sb,,
NGC5837,G,1.00,0.62,23,22.89,Sb,,
NGC5838,G,3.86,1.29,40,23.39,E-S0,,
NGC5839,G,1.44,1.29,103,23.24,S0,,
NGC5841,G,1.19,0.49,150,23.53,S0-a,,
NGC5842,G,0.52,0.50,50,22.60,Sbc,,
NGC5843,G,1.96,1.24,68,23.00,SBb,,
NGC5844,PN,0.88,,,,,,
NGC5845,G,1.00,0.71,152,22.30,E,,
NGC5846,G,4.27,4.05,35,23.12,E,,
NGC5846,G,3.16,2.22,112,24.08,E,,
