name,type,majax,minax,posang,surfbr,hubble,messier,common
IC638,G,0.77,0.38,2,23.32,Sab,,
IC639,G,1.41,0.42,180,23.51,Sbc,,
IC642,G,1.45,1.36,19,23.41,E-S0,,
IC643,G,1.34,0.46,73,24.25,S0-a,,
IC645,G,0.48,0.42,59,,,,
IC646,G,0.84,0.43,147,23.45,Sa,,
IC647,G,0.68,0.39,62,23.62,S0-a,,
IC648,G,0.94,0.74,158,23.32,SBc,,
IC649,GPair,0.70,,,,,,
IC649,G,0.70,0.56,15,23.36,Sbc,,
IC649,G,0.32,0.21,0,,Sbc,,
IC650,G,0.93,0.67,10,23.20,Sc,,
IC651,G,0.72,0.71,20,21.10,SBd,,
IC653,G,2.07,0.71,57,24.06,Sa,,
IC654,G,1.20,0.44,133,24.12,S0-a,,
IC655,G,1.00,0.27,48,23.10,Sbc,,
IC657,G,1.14,0.43,169,23.85,SBa,,
IC658,G,1.08,0.85,43,23.66,E,,
IC659,G,1.24,0.86,60,24.75,E,,
IC660,G,0.79,0.52,31,23.86,E,,
IC661,G,0.77,0.55,31,23.54,E-S0,,
IC662,G,0.78,0.58,71,23.89,E,,
IC663,G,0.85,0.57,172,23.80,E-S0,,
IC664,G,1.87,1.30,53,24.67,E-S0,,
IC665,G,1.03,0.35,148,23.36,Sab,,
IC666,G,0.58,0.33,147,22.65,S0-a,,
IC667,G,0.68,0.58,32,23.69,E,,
IC668,G,0.66,0.39,95,23.00,Sa,,
IC669,G,1.08,0.67,169,23.27,S0,,
IC670,G,1.11,0.98,65,23.55,E-S0,,
IC671,G,1.21,0.95,21,23.58,Sb,,
IC672,G,0.75,0.33,155,,S0-a,,
IC673,G,1.29,0.59,168,23.47,SABb,,
IC674,G,1.37,0.41,121,23.24,Sab,,
IC676,G,1.85,1.31,0,23.57,S0-a,,
IC677,G,1.43,0.60,45,22.70,Sbc,,
IC678,G,0.78,0.50,141,23.72,E,,
IC679,G,0.53,0.37,125,,E,,
IC680,G,0.81,0.56,154,22.79,SBa,,
IC681,G,0.87,0.45,35,22.68,Sc,,
IC683,G,0.69,0.49,175,23.62,E,,
IC685,G,0.68,0.43,176,24.34,E,,
IC686,G,0.51,0.26,42,22.50,Sc,,
IC687,G,1.08,1.03,121,23.87,E,,
IC688,G,0.98,0.49,98,23.32,Sab,,
IC690,G,1.17,0.46,170,23.59,Sc,,
IC691,G,1.14,0.72,148,21.78,S0,,
IC692,G,0.85,0.56,118,22.75,E,,
IC693,G,0.98,0.48,90,22.97,Sab,,
IC694,G,0.21,0.18,51,,E,,
IC695,G,0.65,0.21,85,,Sc,,
IC696,G,0.92,0.85,16,23.08,Scd,,
IC697,G,0.67,0.47,131,23.33,S0,,
IC698,G,1.04,0.50,147,23.20,S0-a,,
IC699,G,1.21,0.34,12,22.85,SABb,,
IC700,GGroup,1.10,,,,,,
IC700,G,0.20,0.13,0,21.22,I,,
IC700,G,0.94,0.46,71,22.12,S?,,
IC700,G,0.30,0.28,25,23.29,I,,
IC700,G,0.25,0.11,54,23.68,I,,
IC701,G,0.74,0.55,77,22.90,Sd,,
IC702,G,0.75,0.42,130,23.64,S0-a,,
IC705,G,0.77,0.50,34,23.27,S0,,
IC706,G,1.52,0.27,111,24.16,S0-a,,
IC707,G,0.65,0.52,5,21.93,Sc,,
IC708,G,1.50,0.98,140,23.86,E,,
IC709,G,1.05,0.93,25,23.92,E,,
IC710,G,0.80,0.49,180,23.74,S0,,
IC711,G,0.87,0.81,27,23.70,E,,
IC712,G,3.02,0.89,91,25.42,E,,
IC715,GPair,1.00,,,,,,
IC715,G,0.87,0.40,157,23.56,,,
IC715,G,0.33,0.23,23,,,,
IC716,G,1.59,0.30,123,23.42,Sbc,,
IC718,G,1.15,0.57,180,23.06,IB,,
IC719,G,1.22,0.39,52,22.85,S0,,
IC720,GPair,1.30,,,,,,
IC720,G,1.05,0.93,8,23.73,SBab,,
IC720,G,0.75,0.52,172,22.99,S0-a,,
IC721,G,1.63,0.29,99,23.57,SBc,,
IC722,G,0.92,0.57,76,23.15,Sbc,,
IC723,G,0.80,0.62,149,22.70,I,,
IC724,G,2.39,0.73,59,23.79,Sa,,
IC725,G,0.74,0.66,125,23.20,E,,
IC726,G,0.87,0.77,103,24.48,E,,
IC727,G,1.65,0.28,161,23.71,Sb,,
IC728,G,1.20,0.58,63,23.12,Sb,,
IC729,G,0.57,0.25,4,,S0,,
IC731,G,0.70,0.36,83,23.67,SBc,,
IC732,GPair,1.10,,,,,,
IC732,G,0.65,0.27,155,23.10,I,,
IC732,G,0.74,0.39,128,23.42,S0-a,,
IC733,G,0.72,0.19,90,24.11,,,
IC734,GPair,1.10,,,,,,
IC734,G,0.95,0.47,15,24.49,E,,
IC734,G,0.83,0.71,12,23.98,,,
IC735,G,1.16,0.69,154,23.69,SBd,,
IC736,G,0.66,0.63,82,23.53,E,,
IC737,G,0.82,0.70,108,23.10,S0-a,,
IC738,G,0.80,0.47,99,22.66,I,,
IC739,G,1.09,0.76,151,23.63,Sab,,
IC741,G,1.03,0.52,136,23.73,S0-a,,
IC742,G,1.07,0.86,121,23.53,Sab,,
IC743,G,1.19,0.31,144,23.22,SBc,,
IC744,G,0.63,0.38,52,23.24,SBb,,
IC745,G,0.78,0.76,10,22.25,S0,,
IC746,G,1.01,0.46,169,22.77,SBbc,,
IC747,G,0.65,0.30,40,23.23,E,,
IC748,G,0.85,0.67,78,23.53,E,,
IC749,G,2.13,1.71,159,23.04,Sc,,
IC750,G,2.11,1.02,40,22.73,Sab,,
IC751,G,1.10,0.41,30,23.25,Sb,,
IC752,G,0.58,0.43,91,22.80,SBc,,
IC753,G,1.07,0.69,24,23.37,S0,,
IC754,G,0.96,0.74,29,23.11,E,,
IC756,G,1.70,0.70,99,23.75,SBc,,
IC758,G,1.75,0.80,28,23.59,Sc,,
IC760,G,1.82,0.53,149,23.46,S0,,
IC761,G,1.00,0.38,108,23.52,Sb,,
IC762,G,0.79,0.50,144,22.80,Sab,,
IC763,G,0.91,0.45,86,23.48,SBa,,
IC764,G,4.84,1.14,177,23.93,SABc,,
IC766,G,1.77,0.31,168,24.71,S0-a,,
IC767,G,0.93,0.68,75,23.12,E,,
IC768,G,1.29,0.57,112,23.11,Sc,,
IC769,G,2.20,1.51,37,23.54,Sbc,,
IC770,G,0.46,0.43,40,23.09,,,
IC771,G,0.72,0.58,92,22.59,SBc,,
IC772,G,0.78,0.36,96,23.46,S0-a,,
IC773,G,0.78,0.65,9,22.70,S0-a,,
IC774,G,0.80,0.47,142,23.81,S0,,
IC775,G,1.05,0.77,11,23.09,E-S0,,
IC776,G,1.12,0.62,93,22.81,SBd,,
IC777,G,0.84,0.40,144,22.54,SBb,,
IC779,G,0.97,0.93,50,23.59,S?,,
IC780,G,1.18,0.83,8,23.41,E-S0,,
IC781,G,1.30,1.24,30,23.50,E-S0,,
IC782,G,1.14,0.64,61,23.13,S0-a,,
IC783,G,1.23,1.13,100,23.26,S0-a,,
IC784,G,2.11,0.60,96,23.48,SABb,,
IC785,G,1.13,0.49,70,23.56,SBc,,
IC786,G,1.03,0.89,176,23.63,S0,,
IC787,G,1.06,0.44,180,23.42,Sa,,
IC789,G,1.01,0.58,140,23.54,S0,,
IC791,G,1.05,0.97,78,23.20,Sa,,
IC792,G,1.02,0.45,56,23.02,Sb,,
IC794,G,1.32,0.94,103,23.77,E,,
IC795,G,0.66,0.33,155,23.10,S0,,
IC796,G,1.46,0.46,145,23.15,S0-a,,
IC797,G,1.10,0.75,105,22.18,Sc,,
IC798,G,0.90,0.87,36,23.67,E,,
IC800,G,1.51,1.10,151,23.11,Sc,,
IC801,G,1.10,0.92,55,23.60,Sa,,
IC803,GGroup,1.20,,,,,,
IC803,G,1.00,0.32,75,24.37,Sab,,
IC803,G,0.89,0.14,125,22.41,Sbc,,
IC804,G,1.03,0.49,64,23.46,S0,,
IC806,G,0.94,0.61,107,23.64,SBab,,
IC807,G,1.13,0.70,67,23.59,E-S0,,
IC809,G,0.97,0.91,4,23.27,E,,
IC810,G,1.62,0.58,167,23.96,S0-a,,
IC812,G,0.90,0.56,118,,S0-a,,
IC813,G,0.94,0.74,21,22.83,Sb,,
IC814,G,0.85,0.35,170,24.11,E-S0,,
IC815,G,0.85,0.74,138,23.79,E,,
IC816,G,1.10,0.70,34,23.58,Sa,,
IC817,G,0.73,0.66,91,23.11,E,,
IC818,G,0.89,0.25,47,22.85,Sb,,
IC821,G,1.00,0.92,121,23.20,SABb,,
IC822,G,0.74,0.55,98,23.66,E,,
IC825,G,0.62,0.45,79,23.29,E-S0,,
IC826,G,0.69,0.48,62,22.56,SBab,,
IC827,G,0.89,0.42,103,22.74,Sd,,
IC828,G,0.69,0.27,145,,S0,,
IC829,G,0.38,0.38,105,21.06,S0,,
IC830,G,1.16,0.60,164,23.11,S0-a,,
IC831,G,0.86,0.41,96,23.54,E-S0,,
IC832,G,0.78,0.74,2,23.26,E,,
IC833,G,0.43,0.34,138,23.59,,,
IC834,G,0.91,0.54,96,23.64,E,,
IC835,G,0.76,0.70,144,23.01,SBab,,
IC836,G,1.23,0.24,74,22.84,Sab,,
IC837,G,0.92,0.33,12,23.54,Sab,,
IC838,G,0.67,0.60,4,23.37,Sb,,
IC839,G,0.48,0.28,84,22.67,S0,,
IC840,G,0.82,0.65,161,23.23,Sa,,
IC841,G,0.96,0.55,130,23.40,SBb,,
IC842,G,1.14,0.57,56,23.20,SBbc,,
IC844,G,1.77,0.54,100,23.59,S0,,
IC845,G,0.84,0.64,129,23.65,E-S0,,
IC846,G,0.73,0.62,154,23.35,E,,
IC848,G,0.73,0.54,165,23.23,Sbc,,
IC849,G,1.02,0.90,91,22.89,SABc,,
IC850,G,0.95,0.26,68,22.77,SBcd,,
IC851,G,1.13,0.41,152,22.50,Sc,,
IC852,G,1.17,0.98,24,23.86,E-S0,,
IC853,G,1.03,0.96,14,23.26,Sab,,
IC854,G,0.92,0.69,122,23.29,SABb,,
IC855,G,0.72,0.63,15,22.88,,,
IC856,G,0.73,0.21,64,22.99,SBab,,
IC857,G,0.99,0.74,100,23.03,Sb,,
IC858,G,1.56,1.09,100,24.40,S0,,
IC859,G,0.68,0.61,142,23.14,E,,
IC860,G,0.96,0.60,19,22.87,SBab,,
IC861,G,0.84,0.58,76,23.83,S0-a,,
IC862,G,0.54,0.54,80,22.82,E,,
IC863,G,1.14,0.79,45,23.16,S0-a,,
IC864,G,0.58,0.27,23,23.03,SBc,,
IC865,G,0.73,0.61,40,23.25,Sc,,
IC866,G,0.67,0.37,34,22.96,SBb,,
IC867,G,1.27,0.90,18,23.83,Sc,,
IC868,G,0.79,0.74,9,23.14,E,,
IC869,GPair,1.00,,,,,,
IC869,G,0.55,0.44,80,23.32,Sab,,
IC869,G,0.33,0.29,80,23.28,E,,
IC870,G,0.79,0.48,45,23.05,Sc,,
IC871,G,1.57,0.79,70,23.81,Sb,,
IC872,G,1.16,0.93,117,23.92,Sb,,
IC873,G,0.94,0.86,120,23.82,S0,,
IC874,G,1.29,1.05,56,22.81,S0,,
IC875,G,1.55,1.14,149,23.52,S0,,
IC876,G,0.90,0.76,174,23.15,SABb,,
IC879,G,0.84,0.34,136,21.96,SBab,,
IC881,G,1.53,0.35,12,23.62,SBa,,
IC882,G,0.81,0.70,66,23.29,E,,
IC883,G,0.79,0.47,152,22.59,Sm,,
IC885,G,1.01,0.89,170,23.34,E,,
IC886,G,0.66,0.54,58,23.82,,,
IC889,G,0.89,0.76,13,23.81,E,,
IC890,G,1.16,0.47,146,23.86,Sa,,
IC891,G,0.78,0.73,30,23.04,E,,
IC892,G,1.60,0.84,19,24.25,S0,,
IC893,G,1.01,0.20,52,22.75,SABa,,
IC894,G,1.14,0.50,79,23.78,S0-a,,
IC896,G,1.04,0.71,29,23.79,E,,
IC897,G,0.75,0.32,56,23.77,S0-a,,
IC898,G,0.61,0.43,163,23.18,S0,,
IC899,G,0.85,0.71,91,23.53,E,,
IC900,G,1.28,0.85,29,22.69,SABc,,
IC901,G,0.74,0.53,91,23.11,S?,,
IC902,G,2.18,0.55,162,23.98,Sb,,
IC903,G,1.64,0.62,178,23.55,Sab,,
IC904,G,1.05,0.54,129,23.66,S0-a,,
IC905,G,0.86,0.70,130,23.47,E,,
IC906,G,0.84,0.29,145,23.05,Sc,,
IC907,G,1.11,0.21,20,23.16,Sb,,
IC908,G,0.90,0.55,82,22.58,SABc,,
IC909,G,0.73,0.67,2,22.85,Sa,,
IC910,G,0.68,0.56,120,22.81,Sab,,
IC911,G,0.56,0.40,99,22.78,SBab,,
IC912,G,0.72,0.35,100,23.19,Sa,,
IC913,G,0.72,0.49,63,23.13,Sb,,
IC914,G,0.79,0.65,165,23.27,Sc,,
IC915,G,0.45,0.41,110,,E-S0,,
IC916,G,0.86,0.83,85,23.87,E,,
IC918,G,0.63,0.23,102,23.80,Sb,,
IC919,G,0.54,0.32,25,23.00,S0-a,,
IC920,G,0.87,0.77,10,23.02,E,,
IC921,G,0.29,0.20,104,23.46,E,,
IC922,G,0.78,0.47,120,24.12,E,,
IC923,G,0.56,0.50,101,24.00,E,,
IC924,G,0.78,0.47,77,23.10,Sab,,
IC925,G,0.54,0.17,106,23.55,Sbc,,
IC926,G,0.35,0.18,94,24.01,E,,
IC927,G,0.87,0.74,75,23.55,Sbc,,
IC928,G,0.34,0.25,11,23.92,E,,
IC929,G,0.46,0.37,81,23.56,E,,
IC930,G,0.40,0.33,99,24.00,E,,
IC931,G,0.25,0.19,61,23.11,Sb,,
IC932,G,0.47,0.23,64,24.32,,,
IC933,G,1.19,0.85,150,23.50,S0,,
IC934,G,0.36,0.28,174,23.70,Sbc,,
IC936,G,0.41,0.21,93,23.75,Sb,,
IC937,G,0.52,0.47,114,24.75,Sab,,
IC938,G,0.76,0.29,156,24.04,Sab,,
IC939,G,1.02,0.93,121,23.40,E,,
IC940,G,0.67,0.38,124,23.14,S0-a,,
IC941,G,0.90,0.49,112,23.37,Sa,,
IC942,G,1.00,0.66,96,23.96,E,,
IC943,G,0.86,0.82,1,23.08,SBa,,
IC944,G,1.53,0.74,107,23.68,Sa,,
IC945,G,1.00,0.59,118,23.45,Sb,,
IC946,G,0.90,0.70,104,22.80,Sa,,
IC947,G,1.67,1.09,65,23.84,E-S0,,
IC948,G,1.18,0.66,151,23.47,E,,
IC949,G,1.27,0.44,137,23.49,Sd,,
IC950,GPair,0.80,,,,,,
IC950,G,1.23,0.38,124,25.00,Sa,,
IC950,G,0.99,0.89,152,23.75,Sab,,
IC951,G,1.05,1.00,5,23.19,Scd,,
IC952,G,1.25,0.47,94,23.20,SBbc,,
IC954,G,0.96,0.53,80,22.74,Sab,,
IC956,GPair,0.80,,,,,,
IC956,G,0.47,0.41,129,23.12,Sab,,
IC956,G,0.59,0.49,29,23.66,E,,
IC959,G,1.50,0.88,2,23.67,Sa,,
IC960,GPair,1.80,,,,,,
IC960,G,0.64,0.34,110,23.17,Sb,,
IC960,G,0.89,0.34,24,23.64,S0,,
IC961,G,0.81,0.74,10,23.63,SBab,,
IC962,G,0.85,0.84,85,22.42,S0,,
IC963,G,0.64,0.53,5,22.80,SBc,,
IC964,G,0.64,0.56,134,23.13,Sbc,,
IC965,G,0.80,0.61,64,23.45,E-S0,,
IC966,G,0.92,0.77,155,23.22,S0,,
IC967,G,0.97,0.42,26,23.05,Sa,,
IC968,GPair,1.10,,,,,,
IC968,G,0.69,0.43,123,23.27,E-S0,,
IC968,G,0.68,0.34,7,23.77,E-S0,,
IC969,G,0.60,0.39,176,23.60,S0-a,,
IC970,G,1.26,0.35,54,23.47,S0-a,,
IC971,G,2.26,1.29,129,23.37,Sc,,
IC972,PN,0.70,,,,,,
IC975,G,0.75,0.57,174,23.70,E,,
IC976,G,1.52,0.62,174,23.61,S0-a,,
IC977,G,0.69,0.53,132,23.00,Sbc,,
IC978,G,0.97,0.51,25,23.29,Scd,,
IC979,G,1.09,0.66,172,22.99,SBab,,
IC980,G,0.83,0.73,64,23.66,E,,
IC981,G,0.86,0.43,73,23.41,,,
IC982,G,0.95,0.90,35,23.23,S0,,
IC983,G,2.32,2.01,125,23.19,SBbc,,
IC984,G,1.90,0.47,36,23.61,Sb,,
IC985,G,0.75,0.42,58,22.66,Sa,,
IC986,G,0.81,0.76,52,23.00,E-S0,,
IC987,G,0.61,0.38,79,22.77,SBb,,
IC988,G,0.61,0.40,41,22.21,S0-a,,
IC989,G,0.98,0.84,72,22.84,E,,
IC990,G,0.54,0.43,54,22.92,E,,
IC991,G,1.56,0.97,104,23.05,SBc,,
IC992,G,0.88,0.67,114,23.12,SABb,,
IC993,G,0.77,0.48,169,23.32,Sb,,
IC994,G,1.46,0.60,13,23.75,SABa,,
IC995,G,1.67,0.43,147,23.29,Sd,,
IC996,G,1.35,0.21,153,22.76,Sbc,,
IC997,GPair,1.50,,,,,,
IC997,G,1.41,0.83,10,23.38,Sc,,
IC997,G,1.00,0.50,163,24.45,,,
IC998,G,0.93,0.26,55,24.26,,,
IC999,G,0.85,0.69,144,22.99,S0,,
IC1000,G,1.01,0.50,20,23.22,S0,,
IC1001,G,0.81,0.32,94,22.76,Sbc,,
IC1002,G,0.59,0.23,90,22.50,Sc,,
IC1003,G,1.04,0.33,36,23.41,SABb,,
IC1004,G,0.95,0.58,180,24.52,E,,
IC1006,G,0.89,0.61,99,23.24,Sbc,,
IC1007,G,0.75,0.55,86,23.05,Sa,,
IC1008,GPair,0.80,,,,,,
IC1008,G,0.57,0.36,17,22.72,Sb,,
IC1008,G,0.86,0.56,18,23.25,Sbc,,
IC1009,G,0.87,0.48,69,23.46,S0-a,,
IC1010,G,1.52,1.28,169,23.92,Sb,,
IC1011,G,0.84,0.56,114,22.82,S?,,
IC1012,G,1.09,0.66,112,23.42,Sb,,
IC1013,G,0.95,0.44,136,24.61,Scd,,
IC1014,G,2.00,1.11,82,23.58,Sd,,
IC1015,GTrpl,1.00,,,,,,
IC1015,G,0.59,0.23,40,22.40,Sbc,,
IC1015,G,0.72,0.30,82,23.84,Sc,,
IC1015,G,0.74,0.40,66,23.68,Sc,,
IC1017,G,1.07,0.60,129,23.41,S0,,
IC1018,G,0.57,0.46,179,23.65,E,,
IC1019,G,0.60,0.44,134,22.52,S0,,
IC1020,G,1.06,0.23,175,23.64,S0,,
IC1021,G,0.62,0.26,133,22.39,SBa,,
IC1022,G,0.97,0.33,163,23.06,SBb,,
IC1023,OCl,5.10,,,,,,
IC1024,G,1.11,0.47,29,23.00,S0,,
IC1025,G,0.58,0.36,130,22.73,SBbc,,
IC1027,G,1.35,1.05,180,24.68,E,,
IC1028,G,1.04,0.56,15,23.09,Sbc,,
IC1029,G,2.78,0.45,151,22.01,SABb,,
IC1031,G,0.79,0.60,57,23.80,E,,
IC1032,G,0.65,0.56,93,23.38,Sab,,
IC1033,G,1.05,0.98,0,23.99,E,,
IC1034,G,0.59,0.47,5,23.04,Sab,,
IC1035,G,1.07,0.89,150,23.96,E,,
IC1036,G,0.58,0.30,43,22.87,Sb,,
IC1037,G,0.99,0.66,107,23.68,E,,
IC1038,G,0.63,0.49,171,23.33,E,,
IC1039,G,0.68,0.34,41,23.60,S0,,
IC1040,G,0.50,0.45,153,22.71,Sc,,
IC1041,G,0.87,0.63,52,23.09,SBa,,
IC1042,G,1.13,1.10,98,23.74,S0,,
IC1043,G,0.74,0.37,19,23.49,Sa,,
IC1044,G,1.51,0.84,1,24.26,S0-a,,
IC1046,G,0.78,0.45,86,22.59,Sc,,
IC1047,G,0.72,0.61,9,23.39,SBbc,,
IC1048,G,2.08,0.50,163,23.30,Sb,,
IC1049,G,0.92,0.80,66,23.22,Sa,,
IC1050,G,0.83,0.42,31,23.05,Sbc,,
IC1051,G,0.74,0.61,54,23.55,E,,
IC1052,G,1.02,0.28,31,23.01,Sc,,
IC1053,G,0.55,0.34,27,22.27,Sb,,
IC1054,G,1.03,0.75,10,23.59,S0,,
IC1055,G,2.26,0.76,5,22.95,Sb,,
IC1056,G,1.51,0.94,22,23.68,Sb,,
IC1058,G,1.49,0.39,115,23.72,Sab,,
IC1059,G,0.88,0.77,120,23.62,S0-a,,
IC1060,G,1.22,0.66,93,23.74,SBa,,
IC1061,G,0.49,0.39,146,23.32,E,,
IC1062,G,0.94,0.78,114,23.86,S0-a,,
IC1063,G,0.74,0.57,145,22.83,SBb,,
IC1065,G,0.88,0.70,95,22.96,S0,,
IC1066,G,1.21,0.66,69,22.96,SABb,,
IC1067,G,1.82,1.48,128,23.50,Sb,,
IC1068,G,0.92,0.69,138,23.41,E,,
IC1069,G,1.47,0.76,50,24.42,S0,,
IC1070,G,0.78,0.31,121,23.38,Sbc,,
IC1071,G,1.09,0.69,153,23.45,S0,,
IC1072,G,0.87,0.53,152,23.82,E,,
IC1073,G,0.52,0.41,159,22.85,S0,,
IC1074,G,0.92,0.33,116,22.82,Sbc,,
IC1075,G,1.19,0.52,155,23.34,SBb,,
IC1076,G,0.91,0.49,9,22.32,SBb,,
IC1077,G,1.31,1.08,61,22.63,SBbc,,
IC1078,G,0.99,0.81,19,23.43,Sa,,
IC1079,G,1.46,0.85,81,24.19,E,,
IC1080,G,1.22,0.92,33,24.00,E-S0,,
IC1081,G,1.66,0.58,153,24.22,S0-a,,
IC1082,G,0.86,0.70,43,23.70,E-S0,,
IC1083,G,0.72,0.57,94,22.97,Sbc,,
IC1084,G,0.87,0.60,156,23.48,E-S0,,
IC1085,G,0.94,0.84,24,23.60,E,,
IC1086,G,0.69,0.47,165,23.16,S0-a,,
IC1087,G,0.74,0.33,74,23.37,Sa,,
IC1089,G,0.97,0.64,140,23.96,E,,
IC1091,G,1.09,0.82,132,22.96,Sb,,
IC1092,G,1.01,1.00,72,23.74,S0-a,,
IC1093,G,1.00,0.74,90,23.50,SABb,,
IC1094,GTrpl,0.80,,,,,,
IC1094,G,0.55,0.51,155,23.43,E,,
IC1094,G,0.54,0.41,105,23.84,Sa,,
IC1094,G,0.52,0.32,141,24.16,Sab,,
IC1095,G,0.65,0.60,82,23.16,Sbc,,
IC1096,G,0.56,0.38,76,23.21,S0-a,,
IC1097,G,0.91,0.42,55,23.25,SBa,,
IC1099,G,1.12,0.81,4,23.42,Sc,,
IC1101,G,1.20,0.60,25,24.42,E-S0,,
IC1102,G,1.04,0.58,18,23.48,SABb,,
IC1103,G,0.91,0.50,178,24.34,E,,
IC1105,G,0.95,0.52,92,23.13,S?,,
IC1106,G,0.91,0.43,34,23.21,SBb,,
IC1107,G,0.70,0.57,142,23.66,Sab,,
IC1109,G,0.81,0.69,52,23.79,E,,
IC1110,G,1.26,0.50,76,23.65,Sa,,
IC1112,G,1.02,0.60,124,23.51,SBab,,
IC1113,G,0.87,0.77,17,23.61,Sbc,,
IC1116,G,1.07,0.68,3,23.58,E,,
IC1117,G,0.73,0.35,117,23.28,Sab,,
IC1118,G,1.23,1.23,73,24.19,E,,
IC1119,GPair,1.00,,,,,,
IC1119,G,0.52,0.33,179,23.84,,,
IC1119,G,0.62,0.43,17,22.71,Sab,,
IC1120,G,0.67,0.29,32,23.25,I,,
IC1121,G,1.05,0.82,54,24.39,E,,
IC1122,G,0.60,0.56,55,23.29,SBb,,
IC1124,G,1.10,0.42,77,22.82,Sb,,
IC1125,G,1.61,0.86,153,23.49,Scd,,
IC1129,G,1.01,0.86,3,22.35,Sc,,
IC1130,G,0.74,0.52,37,23.38,SBb,,
IC1131,G,0.85,0.65,153,23.20,E,,
IC1132,G,1.05,0.97,48,23.20,Sc,,
IC1133,G,1.27,0.39,131,23.09,SBc,,
IC1134,G,0.87,0.54,164,23.81,S0,,
IC1135,G,0.85,0.31,63,23.56,S0-a,,
IC1136,G,0.75,0.70,50,23.32,S0,,
IC1137,G,0.86,0.79,115,23.09,E?,,
IC1138,G,1.04,0.21,41,23.81,S0-a,,
IC1139,G,0.65,0.28,54,23.51,,,
IC1141,G,0.47,0.45,69,21.61,SABa,,
IC1142,G,1.03,0.77,160,23.52,SBc,,
IC1143,G,1.45,1.38,150,24.31,E,,
IC1144,G,0.74,0.52,107,22.79,E-S0,,
IC1145,G,1.45,0.43,168,23.66,Sbc,,
IC1146,G,1.29,0.94,90,23.93,S0,,
IC1147,G,0.45,0.45,125,22.53,,,
IC1149,G,1.07,0.85,164,22.86,Sbc,,
IC1151,G,2.23,0.88,32,23.18,SBc,,
IC1152,G,1.15,1.03,19,23.42,E,,
IC1153,G,1.20,1.00,0,22.86,S0,,
IC1154,G,1.77,1.12,142,24.75,E,,
IC1155,G,0.79,0.74,11,23.11,SABb,,
IC1156,G,1.10,1.01,10,23.55,E,,
IC1157,G,0.82,0.41,135,23.53,SABa,,
IC1158,G,1.89,0.94,134,23.38,SABc,,
IC1159,G,0.76,0.52,30,23.69,S0-a,,
IC1160,G,0.77,0.49,143,23.61,S0-a,,
IC1161,G,0.71,0.52,96,23.28,E,,
IC1162,G,0.72,0.56,161,23.11,SABb,,
IC1163,G,0.79,0.73,11,23.30,E,,
IC1165,GPair,0.90,,,,,,
IC1165,G,0.69,0.64,41,23.04,E-S0,,
IC1165,G,0.63,0.54,171,23.49,E,,
IC1166,GPair,0.60,,,,,,
IC1166,G,0.53,0.31,52,23.36,E,,
IC1166,G,0.41,0.28,152,23.47,SBb,,
IC1167,G,0.62,0.55,117,23.34,E,,
IC1168,G,1.32,0.56,169,24.81,E,,
IC1169,G,1.06,0.72,10,22.89,S0-a,,
IC1170,G,0.50,0.28,84,24.61,E-S0,,
IC1173,G,0.92,0.45,63,23.34,SABc,,
IC1174,G,1.03,0.75,51,23.03,S0-a,,
IC1177,G,0.54,0.41,164,23.51,S0-a,,
IC1178,G,1.34,0.66,145,24.34,E-S0,,
IC1181,G,1.01,0.73,58,24.56,S0-a,,
IC1182,G,0.84,0.68,80,23.63,S0-a,,
IC1185,G,0.74,0.54,8,22.76,Sab,,
IC1186,G,0.78,0.48,5,23.49,Sb,,
IC1187,G,0.35,0.22,100,,Sbc,,
IC1188,GPair,0.70,,,,,,
IC1188,G,0.55,0.41,8,23.05,S0-a,,
IC1188,G,0.28,0.18,47,23.14,Sab,,
IC1189,G,0.79,0.56,179,23.46,S0-a,,
IC1190,G,1.28,0.35,119,24.00,SABb,,
IC1191,GPair,0.70,,,,,,
IC1191,G,0.71,0.16,163,23.82,Sab,,
IC1191,G,0.40,0.21,153,23.87,E,,
IC1192,G,0.91,0.43,114,23.99,SBb,,
IC1193,G,0.78,0.65,2,23.69,S0-a,,
IC1194,G,0.64,0.49,20,23.08,S0,,
IC1195,G,0.61,0.43,13,23.02,SBbc,,
IC1196,G,1.04,0.51,5,23.20,Sa,,
IC1197,G,2.56,0.54,57,23.84,Sc,,
IC1198,G,0.79,0.41,111,22.72,SBab,,
IC1199,G,1.19,0.42,158,22.87,Sbc,,
IC1201,G,0.68,0.22,114,23.07,Sb,,
IC1203,*Ass,3.50,2.00,,,,,
IC1204,G,0.65,0.30,65,,Sa,,
IC1205,G,0.69,0.59,110,22.41,SBab,,
IC1206,G,1.12,0.64,2,23.49,Sab,,
IC1207,*Ass,2.00,0.50,,,,,
IC1208,G,1.25,0.32,95,24.16,S0-a,,
IC1209,G,1.36,0.88,3,24.16,E-S0,,
IC1210,G,1.38,0.42,169,23.70,Sab,,
IC1211,G,1.34,1.25,65,23.34,E,,
IC1212,G,0.77,0.66,5,23.61,E,,
IC1214,G,1.05,0.44,17,23.60,S0-a,,
IC1215,G,0.91,0.68,163,22.34,SBbc,,
IC1216,G,0.75,0.63,49,23.02,Sc,,
IC1218,G,0.92,0.92,60,23.07,Sb,,
IC1219,G,1.31,0.52,122,24.34,S0,,
IC1220,G,1.24,1.17,142,24.07,E,,
IC1221,G,1.00,0.92,35,23.32,Sc,,
IC1222,G,1.51,1.12,49,23.48,Sbc,,
